Late_Delivery_Risk,Sales,Order_Item_Quantity,Order_Profit_Per_Order,Days_Scheduled,Category_Name,Customer_Segment,Shipping_Type,Customer_Country,Order_Country,Month_Name,Day_of_Week
1,129.99,1,37.32,1,Men's Footwear,Consumer,DEBIT,EE. UU.,Indonesia,December,Saturday
1,99.96,2,32.75,1,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,Indonesia,December,Saturday
1,79.98,2,-55.99,1,Shop By Sport,Consumer,DEBIT,EE. UU.,Indonesia,December,Saturday
0,129.99,1,63.70,4,Men's Footwear,Home Office,DEBIT,EE. UU.,Vietnam,December,Saturday
0,150.00,3,46.69,4,Women's Apparel,Consumer,TRANSFER,EE. UU.,China,December,Saturday
0,199.99,1,49.30,4,Water Sports,Consumer,TRANSFER,EE. UU.,China,December,Saturday
0,99.96,2,27.89,4,Indoor/Outdoor Games,Consumer,TRANSFER,EE. UU.,China,December,Saturday
1,250.00,5,58.50,4,Women's Apparel,Corporate,DEBIT,EE. UU.,Australia,December,Saturday
1,399.98,1,154.15,4,Fishing,Corporate,DEBIT,EE. UU.,Australia,December,Saturday
1,129.99,1,45.82,4,Men's Footwear,Corporate,DEBIT,EE. UU.,Australia,December,Saturday
1,199.92,4,92.57,4,Indoor/Outdoor Games,Corporate,DEBIT,EE. UU.,Australia,December,Saturday
1,399.98,1,-58.10,4,Fishing,Home Office,DEBIT,Puerto Rico,Australia,December,Saturday
1,200.00,4,-43.65,4,Women's Apparel,Home Office,DEBIT,Puerto Rico,Australia,December,Saturday
1,59.99,1,15.96,4,Cleats,Home Office,DEBIT,Puerto Rico,Australia,December,Saturday
0,129.99,1,10.40,4,Men's Footwear,Corporate,DEBIT,EE. UU.,Australia,December,Saturday
1,199.99,1,67.86,1,Water Sports,Home Office,DEBIT,EE. UU.,Jap=n,December,Saturday
1,399.98,1,27.89,4,Fishing,Consumer,DEBIT,EE. UU.,Corea del Sur,December,Saturday
1,79.98,2,27.59,4,Shop By Sport,Consumer,DEBIT,EE. UU.,Corea del Sur,December,Saturday
1,199.99,1,52.80,4,Water Sports,Consumer,DEBIT,EE. UU.,Corea del Sur,December,Saturday
0,199.98,2,21.75,4,Cardio Equipment,Corporate,DEBIT,EE. UU.,China,December,Saturday
0,199.99,1,63.00,4,Water Sports,Corporate,DEBIT,EE. UU.,China,December,Saturday
0,239.96,4,22.50,4,Cleats,Corporate,DEBIT,EE. UU.,China,December,Saturday
0,129.99,1,-71.10,4,Men's Footwear,Corporate,DEBIT,EE. UU.,China,December,Saturday
0,199.99,1,63.70,4,Water Sports,Corporate,DEBIT,EE. UU.,China,December,Saturday
0,199.99,1,3.72,4,Water Sports,Consumer,DEBIT,EE. UU.,China,December,Saturday
0,299.98,1,119.51,4,Camping & Hiking,Consumer,DEBIT,EE. UU.,China,December,Saturday
0,399.98,1,95.20,4,Fishing,Consumer,DEBIT,EE. UU.,China,December,Saturday
1,150.00,3,-20.54,1,Women's Apparel,Consumer,TRANSFER,EE. UU.,China,December,Saturday
1,50.00,1,1.43,1,Women's Apparel,Consumer,DEBIT,EE. UU.,China,December,Saturday
1,99.95,5,26.45,1,Golf Balls,Consumer,DEBIT,EE. UU.,China,December,Saturday
1,299.95,5,80.18,1,Cleats,Consumer,DEBIT,EE. UU.,China,December,Saturday
1,399.98,1,43.50,1,Fishing,Consumer,DEBIT,EE. UU.,China,December,Saturday
1,100.00,2,41.50,1,Women's Apparel,Consumer,DEBIT,EE. UU.,China,December,Saturday
1,74.97,3,18.18,1,Lacrosse,Consumer,DEBIT,Puerto Rico,China,December,Saturday
0,99.99,1,11.00,4,Cardio Equipment,Corporate,PAYMENT,EE. UU.,Indonesia,December,Saturday
0,199.99,1,68.60,4,Water Sports,Corporate,PAYMENT,EE. UU.,Indonesia,December,Saturday
0,199.99,1,66.50,4,Water Sports,Corporate,PAYMENT,EE. UU.,Indonesia,December,Saturday
0,129.99,1,10.79,4,Men's Footwear,Corporate,PAYMENT,EE. UU.,Indonesia,December,Saturday
0,119.98,2,28.35,4,Cleats,Consumer,PAYMENT,Puerto Rico,Indonesia,December,Saturday
0,129.99,1,53.50,4,Men's Footwear,Consumer,PAYMENT,Puerto Rico,Indonesia,December,Saturday
0,49.98,1,4.72,4,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,Indonesia,December,Saturday
0,149.94,3,68.33,4,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,Indonesia,December,Saturday
0,299.98,1,70.56,4,Camping & Hiking,Consumer,PAYMENT,Puerto Rico,Indonesia,December,Saturday
0,299.97,3,97.49,4,Cardio Equipment,Consumer,TRANSFER,Puerto Rico,Australia,December,Saturday
1,399.98,1,-269.97,4,Fishing,Consumer,DEBIT,Puerto Rico,Australia,December,Saturday
1,159.96,4,9.52,4,Shop By Sport,Consumer,DEBIT,Puerto Rico,Australia,December,Saturday
1,199.92,4,45.20,4,Indoor/Outdoor Games,Consumer,DEBIT,Puerto Rico,Australia,December,Saturday
1,129.99,1,32.04,4,Men's Footwear,Consumer,DEBIT,Puerto Rico,Australia,December,Saturday
1,299.98,1,122.39,4,Camping & Hiking,Consumer,DEBIT,Puerto Rico,Australia,December,Saturday
1,239.96,4,60.09,4,Cleats,Consumer,CASH,EE. UU.,Australia,December,Saturday
0,95.97,3,21.59,4,Electronics,Corporate,PAYMENT,Puerto Rico,India,December,Saturday
0,250.00,5,79.63,4,Women's Apparel,Corporate,PAYMENT,Puerto Rico,India,December,Saturday
0,129.99,1,37.32,4,Men's Footwear,Corporate,PAYMENT,Puerto Rico,India,December,Saturday
0,129.99,1,29.74,4,Men's Footwear,Corporate,PAYMENT,Puerto Rico,India,December,Saturday
0,47.99,1,13.15,4,Electronics,Corporate,PAYMENT,Puerto Rico,India,December,Saturday
0,299.97,3,9.00,4,Cardio Equipment,Home Office,CASH,EE. UU.,Australia,December,Saturday
0,191.96,4,45.15,4,Electronics,Consumer,CASH,EE. UU.,Australia,December,Saturday
0,399.98,1,-51.48,4,Fishing,Consumer,CASH,EE. UU.,Australia,December,Saturday
0,299.95,5,107.98,4,Cleats,Consumer,CASH,EE. UU.,Australia,December,Saturday
0,50.00,1,-34.80,4,Women's Apparel,Consumer,CASH,EE. UU.,Australia,December,Saturday
0,49.98,1,16.62,4,Indoor/Outdoor Games,Consumer,CASH,EE. UU.,Australia,December,Saturday
1,129.99,1,-6.90,4,Men's Footwear,Corporate,CASH,EE. UU.,Vietnam,December,Saturday
0,399.96,4,117.59,4,Cardio Equipment,Corporate,DEBIT,EE. UU.,Vietnam,December,Saturday
0,99.99,1,6.75,4,Cardio Equipment,Corporate,DEBIT,EE. UU.,Vietnam,December,Saturday
0,129.99,1,35.49,4,Men's Footwear,Corporate,DEBIT,EE. UU.,Vietnam,December,Saturday
0,199.99,1,16.70,4,Water Sports,Corporate,DEBIT,EE. UU.,Vietnam,December,Saturday
1,399.98,1,123.75,0,Fishing,Corporate,CASH,EE. UU.,India,December,Saturday
1,199.98,2,24.75,0,Cardio Equipment,Corporate,CASH,EE. UU.,India,December,Saturday
1,119.97,3,11.34,0,Shop By Sport,Corporate,CASH,EE. UU.,India,December,Saturday
1,399.98,1,130.19,0,Fishing,Corporate,CASH,EE. UU.,India,December,Saturday
1,325.00,5,89.78,0,Golf Shoes,Corporate,CASH,EE. UU.,India,December,Saturday
0,150.00,3,44.63,4,Women's Apparel,Consumer,PAYMENT,EE. UU.,Corea del Sur,December,Saturday
0,299.95,5,76.04,4,Cleats,Consumer,PAYMENT,EE. UU.,Corea del Sur,December,Saturday
0,299.98,1,-29.49,4,Camping & Hiking,Consumer,PAYMENT,EE. UU.,Corea del Sur,December,Saturday
1,119.98,2,38.53,4,Cleats,Consumer,TRANSFER,EE. UU.,Corea del Sur,December,Saturday
1,199.99,1,-31.62,4,Water Sports,Consumer,TRANSFER,EE. UU.,Corea del Sur,December,Saturday
1,399.98,1,52.92,4,Fishing,Consumer,TRANSFER,EE. UU.,Corea del Sur,December,Saturday
1,399.98,1,186.19,4,Fishing,Consumer,TRANSFER,EE. UU.,Corea del Sur,December,Saturday
1,299.97,3,-45.84,4,Cardio Equipment,Consumer,TRANSFER,EE. UU.,Corea del Sur,December,Saturday
0,100.00,2,27.72,4,Women's Apparel,Consumer,DEBIT,Puerto Rico,China,December,Saturday
0,199.99,1,94.08,4,Water Sports,Consumer,DEBIT,Puerto Rico,China,December,Saturday
0,299.98,1,126.71,4,Camping & Hiking,Consumer,DEBIT,Puerto Rico,China,December,Saturday
0,199.99,1,66.92,4,Water Sports,Consumer,DEBIT,Puerto Rico,China,December,Saturday
0,299.98,1,91.25,4,Camping & Hiking,Consumer,DEBIT,Puerto Rico,China,December,Saturday
0,49.98,2,10.08,4,Golf Gloves,Home Office,CASH,EE. UU.,China,December,Saturday
1,199.99,1,-40.00,1,Water Sports,Home Office,PAYMENT,EE. UU.,Afganistßn,December,Saturday
1,399.98,1,124.79,1,Fishing,Home Office,PAYMENT,EE. UU.,Afganistßn,December,Saturday
1,99.96,4,29.57,1,Lacrosse,Home Office,PAYMENT,EE. UU.,Afganistßn,December,Saturday
1,129.99,1,3.63,1,Men's Footwear,Home Office,PAYMENT,EE. UU.,Afganistßn,December,Saturday
1,199.99,1,40.50,1,Water Sports,Home Office,PAYMENT,EE. UU.,Afganistßn,December,Saturday
1,129.99,1,31.94,2,Men's Footwear,Consumer,CASH,EE. UU.,Afganistßn,December,Saturday
1,199.99,1,34.08,2,Water Sports,Consumer,CASH,EE. UU.,Afganistßn,December,Saturday
1,79.98,2,30.07,2,Shop By Sport,Consumer,CASH,EE. UU.,Afganistßn,December,Saturday
1,239.96,4,96.42,2,Cleats,Consumer,CASH,EE. UU.,Afganistßn,December,Saturday
1,99.96,2,45.58,2,Indoor/Outdoor Games,Consumer,CASH,EE. UU.,Afganistßn,December,Saturday
1,119.98,2,13.02,2,Cleats,Consumer,TRANSFER,EE. UU.,Afganistßn,December,Saturday
1,199.99,1,14.43,2,Water Sports,Consumer,TRANSFER,EE. UU.,Afganistßn,December,Saturday
0,47.99,1,8.62,2,Electronics,Consumer,PAYMENT,Puerto Rico,Afganistßn,December,Saturday
0,79.98,2,11.81,2,Shop By Sport,Consumer,PAYMENT,Puerto Rico,Afganistßn,December,Saturday
0,399.98,1,182.35,2,Fishing,Consumer,PAYMENT,Puerto Rico,Afganistßn,December,Saturday
0,399.98,1,127.39,4,Fishing,Corporate,CASH,Puerto Rico,Afganistßn,December,Saturday
0,199.98,2,22.60,4,Cardio Equipment,Corporate,CASH,Puerto Rico,Afganistßn,December,Saturday
1,119.97,3,39.89,1,Shop By Sport,Consumer,TRANSFER,Puerto Rico,Indonesia,December,Saturday
1,399.98,1,34.85,1,Fishing,Consumer,TRANSFER,Puerto Rico,Indonesia,December,Saturday
1,399.98,1,179.99,1,Fishing,Consumer,TRANSFER,Puerto Rico,Indonesia,December,Saturday
1,19.99,1,8.82,1,Golf Balls,Consumer,TRANSFER,Puerto Rico,Indonesia,December,Saturday
1,129.99,1,40.13,1,Men's Footwear,Consumer,TRANSFER,Puerto Rico,Indonesia,December,Saturday
1,119.98,2,39.57,2,Cleats,Consumer,DEBIT,Puerto Rico,Indonesia,December,Sunday
1,399.98,1,143.99,2,Fishing,Consumer,DEBIT,Puerto Rico,Indonesia,December,Sunday
0,15.99,1,-1.77,4,Trade-In,Consumer,TRANSFER,Puerto Rico,India,December,Sunday
0,50.00,1,3.01,4,Women's Apparel,Consumer,TRANSFER,Puerto Rico,India,December,Sunday
0,59.99,1,16.34,4,Cleats,Consumer,TRANSFER,Puerto Rico,India,December,Sunday
0,199.99,1,35.36,4,Water Sports,Consumer,TRANSFER,Puerto Rico,India,December,Sunday
0,119.98,2,55.26,4,Cleats,Consumer,TRANSFER,Puerto Rico,India,December,Sunday
0,159.96,4,-9.88,2,Shop By Sport,Consumer,PAYMENT,EE. UU.,India,December,Sunday
0,199.99,1,-31.25,2,Water Sports,Consumer,PAYMENT,EE. UU.,India,December,Sunday
0,199.99,1,-288.99,2,Water Sports,Consumer,PAYMENT,EE. UU.,India,December,Sunday
0,49.98,1,14.54,2,Indoor/Outdoor Games,Consumer,PAYMENT,EE. UU.,India,December,Sunday
0,399.98,1,150.39,4,Fishing,Home Office,CASH,EE. UU.,Singapur,December,Sunday
0,399.96,4,166.58,4,Cardio Equipment,Home Office,CASH,EE. UU.,Singapur,December,Sunday
0,59.99,1,13.73,4,Cleats,Home Office,CASH,EE. UU.,Singapur,December,Sunday
0,199.98,2,54.44,4,Cardio Equipment,Home Office,DEBIT,EE. UU.,Singapur,December,Sunday
1,99.96,2,3.84,4,Indoor/Outdoor Games,Home Office,PAYMENT,Puerto Rico,Indonesia,December,Sunday
1,119.97,3,31.10,4,Shop By Sport,Home Office,PAYMENT,Puerto Rico,Indonesia,December,Sunday
0,39.99,1,13.23,4,Shop By Sport,Corporate,CASH,EE. UU.,Filipinas,December,Sunday
0,274.85,5,-175.99,4,Boxing & MMA,Corporate,CASH,EE. UU.,Filipinas,December,Sunday
0,179.97,3,-94.48,4,Cleats,Corporate,CASH,EE. UU.,Filipinas,December,Sunday
0,399.98,1,-82.00,4,Fishing,Corporate,CASH,EE. UU.,Filipinas,December,Sunday
0,159.96,4,20.27,4,Shop By Sport,Corporate,CASH,EE. UU.,Filipinas,December,Sunday
0,159.96,4,43.19,4,Shop By Sport,Home Office,TRANSFER,EE. UU.,Tailandia,December,Sunday
0,59.99,1,10.20,4,Cleats,Home Office,TRANSFER,EE. UU.,Tailandia,December,Sunday
0,249.90,5,95.59,4,Indoor/Outdoor Games,Home Office,TRANSFER,EE. UU.,Tailandia,December,Sunday
1,199.99,1,-304.48,1,Water Sports,Consumer,PAYMENT,Puerto Rico,Tailandia,December,Sunday
1,30.00,1,8.45,1,Cardio Equipment,Consumer,PAYMENT,Puerto Rico,Tailandia,December,Sunday
1,49.98,2,17.63,1,Lacrosse,Consumer,PAYMENT,Puerto Rico,Tailandia,December,Sunday
1,129.99,1,48.67,1,Men's Footwear,Consumer,PAYMENT,Puerto Rico,Tailandia,December,Sunday
1,47.99,1,-0.64,1,Electronics,Consumer,PAYMENT,Puerto Rico,Tailandia,December,Sunday
1,299.95,5,18.00,1,Cleats,Corporate,DEBIT,Puerto Rico,Tailandia,December,Sunday
1,129.99,1,-100.87,1,Men's Footwear,Corporate,DEBIT,Puerto Rico,Tailandia,December,Sunday
1,199.92,4,64.87,1,Indoor/Outdoor Games,Corporate,DEBIT,Puerto Rico,Tailandia,December,Sunday
1,59.99,1,15.83,1,Cleats,Corporate,DEBIT,Puerto Rico,Tailandia,December,Sunday
1,199.99,1,-290.39,1,Water Sports,Consumer,DEBIT,EE. UU.,Tailandia,December,Sunday
1,199.99,1,27.00,1,Water Sports,Consumer,DEBIT,EE. UU.,Tailandia,December,Sunday
1,299.98,1,117.38,1,Camping & Hiking,Consumer,DEBIT,EE. UU.,Tailandia,December,Sunday
0,299.98,1,117.17,4,Camping & Hiking,Corporate,TRANSFER,EE. UU.,Tailandia,December,Sunday
0,399.98,1,56.44,4,Fishing,Corporate,TRANSFER,EE. UU.,Tailandia,December,Sunday
1,250.00,5,81.38,4,Women's Apparel,Home Office,PAYMENT,EE. UU.,Tailandia,December,Sunday
1,50.00,1,12.74,4,Women's Apparel,Home Office,PAYMENT,EE. UU.,Tailandia,December,Sunday
1,74.97,3,-49.59,4,Accessories,Home Office,PAYMENT,EE. UU.,Tailandia,December,Sunday
1,95.97,3,16.12,4,Electronics,Home Office,PAYMENT,EE. UU.,Tailandia,December,Sunday
1,129.99,1,12.74,4,Men's Footwear,Corporate,DEBIT,Puerto Rico,Tailandia,December,Sunday
1,179.97,3,67.67,4,Cleats,Corporate,DEBIT,Puerto Rico,Tailandia,December,Sunday
0,299.98,1,96.38,4,Camping & Hiking,Corporate,DEBIT,EE. UU.,China,December,Sunday
0,199.99,1,-500.47,4,Water Sports,Consumer,TRANSFER,EE. UU.,BangladTs,December,Sunday
0,59.99,1,7.70,4,Cleats,Consumer,TRANSFER,EE. UU.,BangladTs,December,Sunday
0,199.99,1,-306.88,4,Water Sports,Consumer,TRANSFER,EE. UU.,BangladTs,December,Sunday
1,399.98,1,-246.28,4,Fishing,Consumer,DEBIT,EE. UU.,India,December,Sunday
1,179.97,3,51.65,4,Cleats,Consumer,DEBIT,EE. UU.,India,December,Sunday
1,129.99,1,40.28,4,Men's Footwear,Consumer,DEBIT,EE. UU.,India,December,Sunday
1,99.96,2,30.35,4,Indoor/Outdoor Games,Consumer,DEBIT,EE. UU.,India,December,Sunday
1,260.00,4,24.57,4,Golf Shoes,Consumer,DEBIT,EE. UU.,India,December,Sunday
1,129.99,1,6.50,4,Men's Footwear,Consumer,DEBIT,EE. UU.,India,December,Sunday
0,79.98,2,19.25,4,Shop By Sport,Consumer,DEBIT,EE. UU.,China,December,Sunday
0,399.98,1,75.48,4,Fishing,Consumer,DEBIT,EE. UU.,China,December,Sunday
0,129.99,1,38.02,4,Men's Footwear,Corporate,DEBIT,EE. UU.,China,December,Sunday
0,299.97,3,61.49,4,Cardio Equipment,Corporate,DEBIT,EE. UU.,China,December,Sunday
0,299.97,3,69.71,4,Cardio Equipment,Consumer,TRANSFER,EE. UU.,Vietnam,December,Sunday
0,129.99,1,33.80,4,Men's Footwear,Consumer,TRANSFER,EE. UU.,Vietnam,December,Sunday
0,79.98,2,20.15,4,Shop By Sport,Consumer,TRANSFER,EE. UU.,Vietnam,December,Sunday
0,119.98,2,40.15,4,Cleats,Consumer,PAYMENT,EE. UU.,Vietnam,December,Sunday
0,199.99,1,83.16,4,Water Sports,Consumer,PAYMENT,EE. UU.,Vietnam,December,Sunday
0,207.96,4,49.41,4,Electronics,Consumer,PAYMENT,EE. UU.,Vietnam,December,Sunday
0,299.98,1,131.09,4,Camping & Hiking,Consumer,PAYMENT,EE. UU.,Vietnam,December,Sunday
0,100.00,2,40.80,4,Women's Apparel,Consumer,PAYMENT,EE. UU.,Vietnam,December,Sunday
0,199.99,1,55.10,4,Water Sports,Consumer,TRANSFER,EE. UU.,Vietnam,December,Sunday
0,249.90,5,63.05,4,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,Vietnam,December,Sunday
0,299.97,3,118.43,4,Cardio Equipment,Consumer,PAYMENT,Puerto Rico,Vietnam,December,Sunday
0,47.99,1,-37.24,4,Electronics,Consumer,PAYMENT,Puerto Rico,Vietnam,December,Sunday
1,299.98,1,104.54,2,Camping & Hiking,Corporate,PAYMENT,Puerto Rico,Indonesia,December,Sunday
1,299.98,1,109.12,2,Camping & Hiking,Corporate,PAYMENT,Puerto Rico,Indonesia,December,Sunday
1,49.98,2,17.32,2,Accessories,Corporate,PAYMENT,Puerto Rico,Indonesia,December,Sunday
1,49.98,2,12.99,1,Accessories,Consumer,CASH,Puerto Rico,China,December,Sunday
0,199.98,2,14.08,4,Cardio Equipment,Consumer,DEBIT,EE. UU.,Jap=n,December,Sunday
0,199.99,1,12.10,4,Water Sports,Consumer,DEBIT,EE. UU.,Jap=n,December,Sunday
0,199.99,1,-129.39,4,Water Sports,Consumer,DEBIT,EE. UU.,Jap=n,December,Sunday
0,79.98,2,0.00,4,Shop By Sport,Consumer,DEBIT,EE. UU.,Jap=n,December,Sunday
0,250.00,5,76.78,4,Women's Apparel,Consumer,DEBIT,EE. UU.,Jap=n,December,Sunday
0,129.99,1,31.98,4,Men's Footwear,Home Office,DEBIT,EE. UU.,Jap=n,December,Sunday
0,59.99,1,1.70,4,Baseball & Softball,Home Office,DEBIT,EE. UU.,Jap=n,December,Sunday
1,249.90,5,16.49,4,Indoor/Outdoor Games,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,199.99,1,66.24,4,Water Sports,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,99.99,1,28.48,4,Cardio Equipment,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,299.98,1,22.05,4,Camping & Hiking,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,199.92,4,19.39,4,Indoor/Outdoor Games,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,149.94,3,51.43,0,Indoor/Outdoor Games,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,75.00,3,20.42,0,Girls' Apparel,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,129.99,1,10.79,0,Men's Footwear,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,129.99,1,-12.34,0,Men's Footwear,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,119.98,2,-92.02,0,Cleats,Corporate,TRANSFER,EE. UU.,China,December,Sunday
1,299.95,5,39.35,1,Cleats,Corporate,TRANSFER,EE. UU.,Jap=n,December,Sunday
1,129.99,1,-44.20,1,Men's Footwear,Corporate,TRANSFER,EE. UU.,Jap=n,December,Sunday
1,299.97,3,31.87,1,Cardio Equipment,Corporate,TRANSFER,EE. UU.,Jap=n,December,Sunday
1,119.98,2,43.19,1,Cleats,Corporate,TRANSFER,EE. UU.,Jap=n,December,Sunday
1,350.00,5,95.06,1,Girls' Apparel,Corporate,TRANSFER,EE. UU.,Jap=n,December,Sunday
1,299.95,5,82.16,1,Cleats,Corporate,DEBIT,EE. UU.,BangladTs,December,Sunday
1,199.99,1,-79.20,1,Water Sports,Consumer,DEBIT,Puerto Rico,Australia,December,Sunday
1,50.00,1,12.38,1,Women's Apparel,Consumer,DEBIT,Puerto Rico,Australia,December,Sunday
1,79.98,2,18.09,1,Shop By Sport,Consumer,DEBIT,EE. UU.,Indonesia,December,Sunday
1,199.99,1,90.00,1,Water Sports,Consumer,DEBIT,EE. UU.,Indonesia,December,Sunday
1,299.95,5,31.49,1,Cleats,Consumer,DEBIT,EE. UU.,Indonesia,December,Sunday
1,199.99,1,28.20,1,Water Sports,Consumer,DEBIT,EE. UU.,Indonesia,December,Sunday
1,399.98,1,43.50,1,Fishing,Consumer,DEBIT,EE. UU.,Indonesia,December,Sunday
1,59.99,1,26.22,1,Cleats,Corporate,TRANSFER,EE. UU.,Indonesia,December,Sunday
0,99.96,2,35.56,4,Indoor/Outdoor Games,Corporate,DEBIT,EE. UU.,China,December,Sunday
0,129.99,1,29.40,4,Men's Footwear,Corporate,DEBIT,EE. UU.,China,December,Sunday
0,299.98,1,77.21,4,Camping & Hiking,Corporate,DEBIT,EE. UU.,China,December,Sunday
0,200.00,4,76.44,4,Women's Apparel,Corporate,DEBIT,EE. UU.,China,December,Sunday
0,399.98,1,168.95,4,Fishing,Corporate,PAYMENT,EE. UU.,Vietnam,December,Sunday
1,119.97,3,40.73,4,Shop By Sport,Consumer,CASH,EE. UU.,Vietnam,December,Sunday
1,129.99,1,21.51,4,Men's Footwear,Consumer,CASH,EE. UU.,Vietnam,December,Sunday
1,24.99,1,-28.34,4,Accessories,Consumer,CASH,EE. UU.,Vietnam,December,Sunday
0,149.94,3,-109.25,4,Indoor/Outdoor Games,Corporate,DEBIT,EE. UU.,Australia,December,Sunday
0,239.96,4,62.34,4,Cleats,Consumer,PAYMENT,EE. UU.,Australia,December,Sunday
0,299.98,1,104.99,4,Camping & Hiking,Consumer,PAYMENT,EE. UU.,Australia,December,Sunday
0,63.96,4,-3.84,4,Trade-In,Consumer,PAYMENT,EE. UU.,Australia,December,Sunday
1,399.98,1,104.39,1,Fishing,Home Office,PAYMENT,EE. UU.,Australia,December,Sunday
1,199.99,1,52.00,1,Water Sports,Home Office,PAYMENT,EE. UU.,Australia,December,Sunday
1,129.99,1,8.77,1,Men's Footwear,Home Office,PAYMENT,EE. UU.,Australia,December,Sunday
1,299.98,1,73.12,1,Camping & Hiking,Corporate,DEBIT,Puerto Rico,Australia,December,Sunday
1,299.98,1,77.99,1,Camping & Hiking,Corporate,DEBIT,Puerto Rico,Australia,December,Sunday
1,100.00,2,39.15,1,Women's Apparel,Corporate,DEBIT,Puerto Rico,Australia,December,Sunday
1,99.96,4,46.51,1,Accessories,Corporate,DEBIT,Puerto Rico,Australia,December,Sunday
1,399.98,1,171.07,1,Fishing,Corporate,DEBIT,Puerto Rico,Australia,December,Sunday
0,100.00,2,9.94,4,Women's Apparel,Home Office,PAYMENT,Puerto Rico,Indonesia,December,Sunday
0,95.97,3,-21.64,4,Electronics,Home Office,PAYMENT,Puerto Rico,Indonesia,December,Sunday
0,199.99,1,32.80,4,Water Sports,Home Office,PAYMENT,Puerto Rico,Indonesia,December,Sunday
0,179.97,3,52.28,4,Cleats,Home Office,PAYMENT,Puerto Rico,Indonesia,December,Sunday
0,150.00,3,-27.80,4,Women's Apparel,Consumer,PAYMENT,Puerto Rico,China,December,Sunday
0,399.98,1,-42.03,4,Fishing,Consumer,PAYMENT,Puerto Rico,China,December,Sunday
0,199.99,1,20.75,4,Water Sports,Consumer,PAYMENT,Puerto Rico,China,December,Sunday
0,99.96,2,29.99,4,Indoor/Outdoor Games,Consumer,PAYMENT,Puerto Rico,China,December,Sunday
0,129.99,1,33.12,4,Men's Footwear,Consumer,PAYMENT,Puerto Rico,China,December,Sunday
0,129.99,1,7.50,4,Men's Footwear,Consumer,CASH,EE. UU.,China,December,Sunday
1,399.98,1,137.21,2,Fishing,Consumer,TRANSFER,Puerto Rico,China,December,Sunday
1,199.99,1,21.00,2,Water Sports,Consumer,TRANSFER,Puerto Rico,China,December,Sunday
1,249.90,5,58.48,4,Indoor/Outdoor Games,Home Office,PAYMENT,Puerto Rico,China,December,Sunday
1,129.99,1,-313.24,4,Men's Footwear,Home Office,PAYMENT,Puerto Rico,China,December,Sunday
0,90.00,3,35.91,2,Cardio Equipment,Consumer,DEBIT,EE. UU.,China,December,Sunday
0,299.95,5,82.86,4,Cleats,Corporate,CASH,Puerto Rico,China,December,Sunday
1,179.97,3,49.13,2,Cleats,Consumer,DEBIT,Puerto Rico,China,December,Sunday
1,129.99,1,32.11,2,Men's Footwear,Consumer,DEBIT,Puerto Rico,China,December,Sunday
1,59.99,1,-11.52,2,Cleats,Consumer,DEBIT,Puerto Rico,China,December,Sunday
1,399.98,1,121.59,2,Fishing,Consumer,DEBIT,Puerto Rico,China,December,Sunday
1,50.00,1,15.00,2,Women's Apparel,Consumer,DEBIT,Puerto Rico,China,December,Sunday
1,299.98,1,79.94,4,Camping & Hiking,Home Office,PAYMENT,EE. UU.,China,December,Sunday
1,399.98,1,149.75,4,Fishing,Home Office,PAYMENT,EE. UU.,China,December,Sunday
1,399.96,4,-173.98,4,Cardio Equipment,Consumer,PAYMENT,Puerto Rico,China,December,Sunday
0,250.00,5,86.21,4,Women's Apparel,Consumer,TRANSFER,EE. UU.,Indonesia,December,Sunday
0,299.98,1,-54.03,4,Camping & Hiking,Consumer,TRANSFER,EE. UU.,Indonesia,December,Sunday
0,399.98,1,104.75,4,Fishing,Consumer,TRANSFER,EE. UU.,Indonesia,December,Sunday
0,179.97,3,70.37,4,Cleats,Consumer,TRANSFER,EE. UU.,Indonesia,December,Sunday
0,179.97,3,-90.03,4,Cleats,Consumer,TRANSFER,EE. UU.,Indonesia,December,Sunday
0,399.98,1,-93.29,4,Fishing,Corporate,PAYMENT,EE. UU.,Australia,December,Sunday
0,199.99,1,-34.00,4,Water Sports,Corporate,PAYMENT,EE. UU.,Australia,December,Sunday
0,49.98,1,-23.24,4,Indoor/Outdoor Games,Corporate,PAYMENT,EE. UU.,Australia,December,Sunday
0,99.96,2,26.24,4,Indoor/Outdoor Games,Corporate,TRANSFER,EE. UU.,Pakistßn,December,Sunday
0,129.99,1,59.90,4,Men's Footwear,Corporate,TRANSFER,EE. UU.,Pakistßn,December,Sunday
0,199.92,4,52.90,4,Indoor/Outdoor Games,Corporate,TRANSFER,EE. UU.,Pakistßn,December,Sunday
